postcode,dry,dry,dry,dry,mix,mix,mix,mix,fresh,fresh,fresh,fresh
51130,95,110,200,365,220,240,260,260,350,390,450,530
51110,95,110,200,365,220,240,260,260,350,390,450,530
51160,95,110,200,365,220,240,260,260,350,390,450,530
51120,95,110,200,365,220,240,260,260,350,390,450,530
51180,95,110,200,365,220,240,260,260,350,390,450,530
52000,95,110,200,365,220,240,260,260,350,390,450,530
52100,95,110,200,365,220,240,260,260,350,390,450,530
52220,95,110,200,365,220,240,260,260,350,390,450,530
52130,95,110,200,365,220,240,260,260,350,390,450,530
52210,95,110,200,365,220,240,260,260,350,390,450,530
52110,95,110,200,365,220,240,260,260,350,390,450,530
52120,95,110,200,365,220,240,260,260,350,390,450,530
52140,95,110,200,365,220,240,260,260,350,390,450,530
52160,95,110,200,365,220,240,260,260,350,390,450,530
52230,95,110,200,365,220,240,260,260,350,390,450,530
52180,95,110,200,365,220,240,260,260,350,390,450,530
52150,95,110,200,365,220,240,260,260,350,390,450,530
52170,95,110,200,365,220,240,260,260,350,390,450,530
52190,95,110,200,365,220,240,260,260,350,390,450,530
52240,95,110,200,365,220,240,260,260,350,390,450,530
53000,95,110,200,365,220,240,260,260,350,390,450,530
53170,95,110,200,365,220,240,260,260,350,390,450,530
53140,95,110,200,365,220,240,260,260,350,390,450,530
53150,95,110,200,365,220,240,260,260,350,390,450,530
53190,95,110,200,365,220,240,260,260,350,390,450,530
53110,95,110,200,365,220,240,260,260,350,390,450,530
53160,95,110,200,365,220,240,260,260,350,390,450,530
53180,95,110,200,365,220,240,260,260,350,390,450,530
53120,95,110,200,365,220,240,260,260,350,390,450,530
53220,95,110,200,365,220,240,260,260,350,390,450,530
53130,95,110,200,365,220,240,260,260,350,390,450,530
53210,95,110,200,365,220,240,260,260,350,390,450,530
53230,95,110,200,365,220,240,260,260,350,390,450,530
54000,95,110,200,365,220,240,260,260,350,390,450,530
54140,95,110,200,365,220,240,260,260,350,390,450,530
54150,95,110,200,365,220,240,260,260,350,390,450,530
54130,95,110,200,365,220,240,260,260,350,390,450,530
54110,95,110,200,365,220,240,260,260,350,390,450,530
54120,95,110,200,365,220,240,260,260,350,390,450,530
54160,95,110,200,365,220,240,260,260,350,390,450,530
54170,95,110,200,365,220,240,260,260,350,390,450,530
55000,95,110,200,365,220,240,260,260,350,390,450,530
55170,95,110,200,365,220,240,260,260,350,390,450,530
55190,95,110,200,365,220,240,260,260,350,390,450,530
55150,95,110,200,365,220,240,260,260,350,390,450,530
55120,95,110,200,365,220,240,260,260,350,390,450,530
55140,95,110,200,365,220,240,260,260,350,390,450,530
55110,95,110,200,365,220,240,260,260,350,390,450,530
55130,95,110,200,365,220,240,260,260,350,390,450,530
55160,95,110,200,365,220,240,260,260,350,390,450,530
55180,95,110,200,365,220,240,260,260,350,390,450,530
55210,95,110,200,365,220,240,260,260,350,390,450,530
55220,95,110,200,365,220,240,260,260,350,390,450,530
56000,95,110,200,365,220,240,260,260,350,390,450,530
56150,95,110,200,365,220,240,260,260,350,390,450,530
56110,95,110,200,365,220,240,260,260,350,390,450,530
56160,95,110,200,365,220,240,260,260,350,390,450,530
56120,95,110,200,365,220,240,260,260,350,390,450,530
56140,95,110,200,365,220,240,260,260,350,390,450,530
56130,95,110,200,365,220,240,260,260,350,390,450,530
57000,95,110,200,365,220,240,260,260,350,390,450,530
57100,95,110,200,365,220,240,260,260,350,390,450,530
57210,95,110,200,365,220,240,260,260,350,390,450,530
57140,95,110,200,365,220,240,260,260,350,390,450,530
57160,95,110,200,365,220,240,260,260,350,390,450,530
57230,95,110,200,365,220,240,260,260,350,390,450,530
57120,95,110,200,365,220,240,260,260,350,390,450,530
57250,95,110,200,365,220,240,260,260,350,390,450,530
57280,95,110,200,365,220,240,260,260,350,390,450,530
57190,95,110,200,365,220,240,260,260,350,390,450,530
57110,95,110,200,365,220,240,260,260,350,390,450,530
57270,95,110,200,365,220,240,260,260,350,390,450,530
57240,95,110,200,365,220,240,260,260,350,390,450,530
57150,95,110,200,365,220,240,260,260,350,390,450,530
57130,95,110,200,365,220,240,260,260,350,390,450,530
57220,95,110,200,365,220,240,260,260,350,390,450,530
57180,95,110,200,365,220,240,260,260,350,390,450,530
57170,95,110,200,365,220,240,260,260,350,390,450,530
57260,95,110,200,365,220,240,260,260,350,390,450,530
57290,95,110,200,365,220,240,260,260,350,390,450,530
57310,95,110,200,365,220,240,260,260,350,390,450,530
57340,95,110,200,365,220,240,260,260,350,390,450,530
58000,95,110,200,365,220,240,260,260,350,390,450,530
58140,95,110,200,365,220,240,260,260,350,390,450,530
58110,95,110,200,365,220,240,260,260,350,390,450,530
58120,95,110,200,365,220,240,260,260,350,390,450,530
58150,95,110,200,365,220,240,260,260,350,390,450,530
60000,95,110,200,365,220,240,260,260,350,390,450,530
60240,95,110,200,365,220,240,260,260,350,390,450,530
60170,95,110,200,365,220,240,260,260,350,390,450,530
60120,95,110,200,365,220,240,260,260,350,390,450,530
60250,95,110,200,365,220,240,260,260,350,390,450,530
60110,95,110,200,365,220,240,260,260,350,390,450,530
60180,95,110,200,365,220,240,260,260,350,390,450,530
60230,95,110,200,365,220,240,260,260,350,390,450,530
60140,95,110,200,365,220,240,260,260,350,390,450,530
60210,95,110,200,365,220,240,260,260,350,390,450,530
60260,95,110,200,365,220,240,260,260,350,390,450,530
60160,95,110,200,365,220,240,260,260,350,390,450,530
60220,95,110,200,365,220,240,260,260,350,390,450,530
60130,95,110,200,365,220,240,260,260,350,390,450,530
60150,95,110,200,365,220,240,260,260,350,390,450,530
60190,95,110,200,365,220,240,260,260,350,390,450,530
61000,95,110,200,365,220,240,260,260,350,390,450,530
61120,95,110,200,365,220,240,260,260,350,390,450,530
61150,95,110,200,365,220,240,260,260,350,390,450,530
61110,95,110,200,365,220,240,260,260,350,390,450,530
61170,95,110,200,365,220,240,260,260,350,390,450,530
61130,95,110,200,365,220,240,260,260,350,390,450,530
61140,95,110,200,365,220,240,260,260,350,390,450,530
61180,95,110,200,365,220,240,260,260,350,390,450,530
61160,95,110,200,365,220,240,260,260,350,390,450,530
62000,95,110,200,365,220,240,260,260,350,390,450,530
62160,95,110,200,365,220,240,260,260,350,390,450,530
62150,95,110,200,365,220,240,260,260,350,390,450,530
62180,95,110,200,365,220,240,260,260,350,390,450,530
62130,95,110,200,365,220,240,260,260,350,390,450,530
62140,95,110,200,365,220,240,260,260,350,390,450,530
62120,95,110,200,365,220,240,260,260,350,390,450,530
62110,95,110,200,365,220,240,260,260,350,390,450,530
62170,95,110,200,365,220,240,260,260,350,390,450,530
62190,95,110,200,365,220,240,260,260,350,390,450,530
62210,95,110,200,365,220,240,260,260,350,390,450,530
63000,95,110,200,365,220,240,260,260,350,390,450,530
63120,95,110,200,365,220,240,260,260,350,390,450,530
63130,95,110,200,365,220,240,260,260,350,390,450,530
63140,95,110,200,365,220,240,260,260,350,390,450,530
63150,95,110,200,365,220,240,260,260,350,390,450,530
63110,95,110,200,365,220,240,260,260,350,390,450,530
63160,95,110,200,365,220,240,260,260,350,390,450,530
63170,95,110,200,365,220,240,260,260,350,390,450,530
64000,95,110,200,365,220,240,260,260,350,390,450,530
64220,95,110,200,365,220,240,260,260,350,390,450,530
64210,95,110,200,365,220,240,260,260,350,390,450,530
64140,95,110,200,365,220,240,260,260,350,390,450,530
64160,95,110,200,365,220,240,260,260,350,390,450,530
64170,95,110,200,365,220,240,260,260,350,390,450,530
64130,95,110,200,365,220,240,260,260,350,390,450,530
64190,95,110,200,365,220,240,260,260,350,390,450,530
64120,95,110,200,365,220,240,260,260,350,390,450,530
64110,95,110,200,365,220,240,260,260,350,390,450,530
64180,95,110,200,365,220,240,260,260,350,390,450,530
64230,95,110,200,365,220,240,260,260,350,390,450,530
64150,95,110,200,365,220,240,260,260,350,390,450,530
65000,95,110,200,365,220,240,260,260,350,390,450,530
65230,95,110,200,365,220,240,260,260,350,390,450,530
65120,95,110,200,365,220,240,260,260,350,390,450,530
65170,95,110,200,365,220,240,260,260,350,390,450,530
65140,95,110,200,365,220,240,260,260,350,390,450,530
65240,95,110,200,365,220,240,260,260,350,390,450,530
65110,95,110,200,365,220,240,260,260,350,390,450,530
65210,95,110,200,365,220,240,260,260,350,390,450,530
65150,95,110,200,365,220,240,260,260,350,390,450,530
65180,95,110,200,365,220,240,260,260,350,390,450,530
65160,95,110,200,365,220,240,260,260,350,390,450,530
65130,95,110,200,365,220,240,260,260,350,390,450,530
65220,95,110,200,365,220,240,260,260,350,390,450,530
65190,95,110,200,365,220,240,260,260,350,390,450,530
66000,95,110,200,365,220,240,260,260,350,390,450,530
66170,95,110,200,365,220,240,260,260,350,390,450,530
66180,95,110,200,365,220,240,260,260,350,390,450,530
66190,95,110,200,365,220,240,260,260,350,390,450,530
66110,95,110,200,365,220,240,260,260,350,390,450,530
66150,95,110,200,365,220,240,260,260,350,390,450,530
66120,95,110,200,365,220,240,260,260,350,390,450,530
66210,95,110,200,365,220,240,260,260,350,390,450,530
66130,95,110,200,365,220,240,260,260,350,390,450,530
66140,95,110,200,365,220,240,260,260,350,390,450,530
66220,95,110,200,365,220,240,260,260,350,390,450,530
66230,95,110,200,365,220,240,260,260,350,390,450,530
66160,95,110,200,365,220,240,260,260,350,390,450,530
67000,95,110,200,365,220,240,260,260,350,390,450,530
67250,95,110,200,365,220,240,260,260,350,390,450,530
67210,95,110,200,365,220,240,260,260,350,390,450,530
67150,95,110,200,365,220,240,260,260,350,390,450,530
67190,95,110,200,365,220,240,260,260,350,390,450,530
67110,95,110,200,365,220,240,260,260,350,390,450,530
67120,95,110,200,365,220,240,260,260,350,390,450,530
67130,95,110,200,365,220,240,260,260,350,390,450,530
67180,95,110,200,365,220,240,260,260,350,390,450,530
67170,95,110,200,365,220,240,260,260,350,390,450,530
67140,95,110,200,365,220,240,260,260,350,390,450,530
67220,95,110,200,365,220,240,260,260,350,390,450,530
67160,95,110,200,365,220,240,260,260,350,390,450,530
67230,95,110,200,365,220,240,260,260,350,390,450,530
67260,95,110,200,365,220,240,260,260,350,390,450,530
67240,95,110,200,365,220,240,260,260,350,390,450,530
67270,95,110,200,365,220,240,260,260,350,390,450,530
67280,95,110,200,365,220,240,260,260,350,390,450,530
70000,95,110,200,365,150,170,190,190,210,260,340,380
70150,95,110,200,365,150,170,190,190,210,260,340,380
70180,95,110,200,365,150,170,190,190,210,260,340,380
70130,95,110,200,365,150,170,190,190,210,260,340,380
70210,95,110,200,365,150,170,190,190,210,260,340,380
70110,95,110,200,365,150,170,190,190,210,260,340,380
70190,95,110,200,365,150,170,190,190,210,260,340,380
70160,95,110,200,365,150,170,190,190,210,260,340,380
70120,95,110,200,365,150,170,190,190,210,260,340,380
70140,95,110,200,365,150,170,190,190,210,260,340,380
70170,95,110,200,365,150,170,190,190,210,260,340,380
71000,95,110,200,365,150,170,190,190,210,260,340,380
71190,95,110,200,365,150,170,190,190,210,260,340,380
71150,95,110,200,365,150,170,190,190,210,260,340,380
71160,95,110,200,365,150,170,190,190,210,260,340,380
71220,95,110,200,365,150,170,190,190,210,260,340,380
71250,95,110,200,365,150,170,190,190,210,260,340,380
71120,95,110,200,365,150,170,190,190,210,260,340,380
71130,95,110,200,365,150,170,190,190,210,260,340,380
71110,95,110,200,365,150,170,190,190,210,260,340,380
71180,95,110,200,365,150,170,190,190,210,260,340,380
71240,95,110,200,365,150,170,190,190,210,260,340,380
71140,95,110,200,365,150,170,190,190,210,260,340,380
71170,95,110,200,365,150,170,190,190,210,260,340,380
71210,95,110,200,365,150,170,190,190,210,260,340,380
71260,95,110,200,365,150,170,190,190,210,260,340,380
72000,95,110,200,365,150,170,190,190,210,260,340,380
72230,95,110,200,365,150,170,190,190,210,260,340,380
72210,95,110,200,365,150,170,190,190,210,260,340,380
72120,95,110,200,365,150,170,190,190,210,260,340,380
72180,95,110,200,365,150,170,190,190,210,260,340,380
72150,95,110,200,365,150,170,190,190,210,260,340,380
72140,95,110,200,365,150,170,190,190,210,260,340,380
72170,95,110,200,365,150,170,190,190,210,260,340,380
72250,95,110,200,365,150,170,190,190,210,260,340,380
72110,95,110,200,365,150,170,190,190,210,260,340,380
72190,95,110,200,365,150,170,190,190,210,260,340,380
72130,95,110,200,365,150,170,190,190,210,260,340,380
72160,95,110,200,365,150,170,190,190,210,260,340,380
72220,95,110,200,365,150,170,190,190,210,260,340,380
72240,95,110,200,365,150,170,190,190,210,260,340,380
73000,95,110,200,365,150,170,190,190,210,260,340,380
73140,95,110,200,365,150,170,190,190,210,260,340,380
73180,95,110,200,365,150,170,190,190,210,260,340,380
73120,95,110,200,365,150,170,190,190,210,260,340,380
73150,95,110,200,365,150,170,190,190,210,260,340,380
73130,95,110,200,365,150,170,190,190,210,260,340,380
73190,95,110,200,365,150,170,190,190,210,260,340,380
73110,95,110,200,365,150,170,190,190,210,260,340,380
73210,95,110,200,365,150,170,190,190,210,260,340,380
73220,95,110,200,365,150,170,190,190,210,260,340,380
73160,95,110,200,365,150,170,190,190,210,260,340,380
73170,95,110,200,365,150,170,190,190,210,260,340,380
74000,95,110,200,365,150,170,190,190,210,260,340,380
74110,95,110,200,365,150,170,190,190,210,260,340,380
74130,95,110,200,365,150,170,190,190,210,260,340,380
74120,95,110,200,365,150,170,190,190,210,260,340,380
75000,95,110,200,365,150,170,190,190,210,260,340,380
75120,95,110,200,365,150,170,190,190,210,260,340,380
75110,95,110,200,365,150,170,190,190,210,260,340,380
76000,95,110,200,365,150,170,190,190,210,260,340,380
76100,95,110,200,365,150,170,190,190,210,260,340,380
76140,95,110,200,365,150,170,190,190,210,260,340,380
76160,95,110,200,365,150,170,190,190,210,260,340,380
76120,95,110,200,365,150,170,190,190,210,260,340,380
76130,95,110,200,365,150,170,190,190,210,260,340,380
76150,95,110,200,365,150,170,190,190,210,260,340,380
76110,95,110,200,365,150,170,190,190,210,260,340,380
76170,95,110,200,365,150,170,190,190,210,260,340,380
77000,95,110,200,365,150,170,190,190,210,260,340,380
77210,95,110,200,365,150,170,190,190,210,260,340,380
77150,95,110,200,365,150,170,190,190,210,260,340,380
77130,95,110,200,365,150,170,190,190,210,260,340,380
77140,95,110,200,365,220,240,260,260,350,390,450,530
77230,95,110,200,365,220,240,260,260,350,390,450,530
77190,95,110,200,365,220,240,260,260,350,390,450,530
77170,95,110,200,365,220,240,260,260,350,390,450,530
77120,95,110,200,365,150,170,190,190,210,260,340,380
77220,95,110,200,365,150,170,190,190,210,260,340,380
77110,95,110,200,365,150,170,190,190,210,260,340,380
77180,95,110,200,365,150,170,190,190,210,260,340,380
80000,95,110,200,365,220,240,260,260,350,390,450,530
80280,95,110,200,365,220,240,260,260,350,390,450,530
80330,95,110,200,365,220,240,260,260,350,390,450,530
80320,95,110,200,365,220,240,260,260,350,390,450,530
80230,95,110,200,365,220,240,260,260,350,390,450,530
80150,95,110,200,365,220,240,260,260,350,390,450,530
80250,95,110,200,365,220,240,260,260,350,390,450,530
80260,95,110,200,365,220,240,260,260,350,390,450,530
80270,95,110,200,365,220,240,260,260,350,390,450,530
80190,95,110,200,365,220,240,260,260,350,390,450,530
80180,95,110,200,365,220,240,260,260,350,390,450,530
80160,95,110,200,365,220,240,260,260,350,390,450,530
80110,95,110,200,365,220,240,260,260,350,390,450,530
80310,95,110,200,365,220,240,260,260,350,390,450,530
80220,95,110,200,365,220,240,260,260,350,390,450,530
80240,95,110,200,365,220,240,260,260,350,390,450,530
80140,95,110,200,365,220,240,260,260,350,390,450,530
80130,95,110,200,365,220,240,260,260,350,390,450,530
80350,95,110,200,365,220,240,260,260,350,390,450,530
80120,95,110,200,365,220,240,260,260,350,390,450,530
80340,95,110,200,365,220,240,260,260,350,390,450,530
80210,95,110,200,365,220,240,260,260,350,390,450,530
80170,95,110,200,365,220,240,260,260,350,390,450,530
80360,95,110,200,365,220,240,260,260,350,390,450,530
80290,95,110,200,365,220,240,260,260,350,390,450,530
81000,95,110,200,365,220,240,260,260,350,390,450,530
81140,95,110,200,365,220,240,260,260,350,390,450,530
81150,95,110,200,365,220,240,260,260,350,390,450,530
81120,95,110,200,365,220,240,260,260,350,390,450,530
81170,95,110,200,365,220,240,260,260,350,390,450,530
81110,95,110,200,365,220,240,260,260,350,390,450,530
81160,95,110,200,365,220,240,260,260,350,390,450,530
81130,95,110,200,365,220,240,260,260,350,390,450,530
82000,95,110,200,365,220,240,260,260,350,390,450,530
82160,95,110,200,365,220,240,260,260,350,390,450,530
83000,95,110,200,365,220,240,260,260,350,390,450,530
82170,95,110,200,365,220,240,260,260,350,390,450,530
82130,95,110,200,365,220,240,260,260,350,390,450,530
82140,95,110,200,365,220,240,260,260,350,390,450,530
82110,95,110,200,365,220,240,260,260,350,390,450,530
82190,95,110,200,365,220,240,260,260,350,390,450,530
82150,95,110,200,365,220,240,260,260,350,390,450,530
82180,95,110,200,365,220,240,260,260,350,390,450,530
82120,95,110,200,365,220,240,260,260,350,390,450,530
83130,95,110,200,365,220,240,260,260,350,390,450,530
83100,95,110,200,365,220,240,260,260,350,390,450,530
83120,95,110,200,365,220,240,260,260,350,390,450,530
83150,95,110,200,365,220,240,260,260,350,390,450,530
83110,95,110,200,365,220,240,260,260,350,390,450,530
84000,95,110,200,365,220,240,260,260,350,390,450,530
84100,95,110,200,365,220,240,260,260,350,390,450,530
84290,95,110,200,365,220,240,260,260,350,390,450,530
84160,95,110,200,365,220,240,260,260,350,390,450,530
84220,95,110,200,365,220,240,260,260,350,390,450,530
84340,95,110,200,365,220,240,260,260,350,390,450,530
84140,95,110,200,365,220,240,260,260,350,390,450,530
84310,95,110,200,365,220,240,260,260,350,390,450,530
84320,95,110,200,365,220,240,260,260,350,390,450,530
84330,95,110,200,365,220,240,260,260,350,390,450,530
84280,95,110,200,365,220,240,260,260,350,390,450,530
84110,95,110,200,365,220,240,260,260,350,390,450,530
84170,95,110,200,365,220,240,260,260,350,390,450,530
84180,95,110,200,365,220,240,260,260,350,390,450,530
84230,95,110,200,365,220,240,260,260,350,390,450,530
84250,95,110,200,365,220,240,260,260,350,390,450,530
84150,95,110,200,365,220,240,260,260,350,390,450,530
84120,95,110,200,365,220,240,260,260,350,390,450,530
84270,95,110,200,365,220,240,260,260,350,390,450,530
84240,95,110,200,365,220,240,260,260,350,390,450,530
84260,95,110,200,365,220,240,260,260,350,390,450,530
84210,95,110,200,365,220,240,260,260,350,390,450,530
84190,95,110,200,365,220,240,260,260,350,390,450,530
84130,95,110,200,365,220,240,260,260,350,390,450,530
84350,95,110,200,365,220,240,260,260,350,390,450,530
85000,95,110,200,365,220,240,260,260,350,390,450,530
85130,95,110,200,365,220,240,260,260,350,390,450,530
85120,95,110,200,365,220,240,260,260,350,390,450,530
85110,95,110,200,365,220,240,260,260,350,390,450,530
86000,95,110,200,365,220,240,260,260,350,390,450,530
86120,95,110,200,365,220,240,260,260,350,390,450,530
86190,95,110,200,365,220,240,260,260,350,390,450,530
86100,95,110,200,365,220,240,260,260,350,390,450,530
86140,95,110,200,365,220,240,260,260,350,390,450,530
86160,95,110,200,365,220,240,260,260,350,390,450,530
86230,95,110,200,365,220,240,260,260,350,390,450,530
86210,95,110,200,365,220,240,260,260,350,390,450,530
86110,95,110,200,365,220,240,260,260,350,390,450,530
86150,95,110,200,365,220,240,260,260,350,390,450,530
86170,95,110,200,365,220,240,260,260,350,390,450,530
86180,95,110,200,365,220,240,260,260,350,390,450,530
86130,95,110,200,365,220,240,260,260,350,390,450,530
86220,95,110,200,365,220,240,260,260,350,390,450,530
90000,95,110,200,365,220,240,260,260,350,390,450,530
90100,95,110,200,365,220,240,260,260,350,390,450,530
90190,95,110,200,365,220,240,260,260,350,390,450,530
90130,95,110,200,365,220,240,260,260,350,390,450,530
90160,95,110,200,365,220,240,260,260,350,390,450,530
90150,95,110,200,365,220,240,260,260,350,390,450,530
90260,95,110,200,365,220,240,260,260,350,390,450,530
90210,95,110,200,365,220,240,260,260,350,390,450,530
90140,95,110,200,365,220,240,260,260,350,390,450,530
90270,95,110,200,365,220,240,260,260,350,390,450,530
90180,95,110,200,365,220,240,260,260,350,390,450,530
90120,95,110,200,365,220,240,260,260,350,390,450,530
90170,95,110,200,365,220,240,260,260,350,390,450,530
90240,95,110,200,365,220,240,260,260,350,390,450,530
90110,95,110,200,365,220,240,260,260,350,390,450,530
90250,95,110,200,365,220,240,260,260,350,390,450,530
90230,95,110,200,365,220,240,260,260,350,390,450,530
90310,95,110,200,365,220,240,260,260,350,390,450,530
90220,95,110,200,365,220,240,260,260,350,390,450,530
90280,95,110,200,365,220,240,260,260,350,390,450,530
90330,95,110,200,365,220,240,260,260,350,390,450,530
90115,95,110,200,365,220,240,260,260,350,390,450,530
91000,95,110,200,365,220,240,260,260,350,390,450,530
91140,95,110,200,365,220,240,260,260,350,390,450,530
91160,95,110,200,365,220,240,260,260,350,390,450,530
91130,95,110,200,365,220,240,260,260,350,390,450,530
91150,95,110,200,365,220,240,260,260,350,390,450,530
91110,95,110,200,365,220,240,260,260,350,390,450,530
91120,95,110,200,365,220,240,260,260,350,390,450,530
92000,95,110,200,365,220,240,260,260,350,390,450,530
92170,95,110,200,365,220,240,260,260,350,390,450,530
92190,95,110,200,365,220,240,260,260,350,390,450,530
92110,95,110,200,365,220,240,260,260,350,390,450,530
92140,95,110,200,365,220,240,260,260,350,390,450,530
92120,95,110,200,365,220,240,260,260,350,390,450,530
92180,95,110,200,365,220,240,260,260,350,390,450,530
92150,95,110,200,365,220,240,260,260,350,390,450,530
92130,95,110,200,365,220,240,260,260,350,390,450,530
92210,95,110,200,365,220,240,260,260,350,390,450,530
92220,95,110,200,365,220,240,260,260,350,390,450,530
92160,95,110,200,365,220,240,260,260,350,390,450,530
93000,95,110,200,365,220,240,260,260,350,390,450,530
93180,95,110,200,365,220,240,260,260,350,390,450,530
93130,95,110,200,365,220,240,260,260,350,390,450,530
93160,95,110,200,365,220,240,260,260,350,390,450,530
93110,95,110,200,365,220,240,260,260,350,390,450,530
93150,95,110,200,365,220,240,260,260,350,390,450,530
93120,95,110,200,365,220,240,260,260,350,390,450,530
93190,95,110,200,365,220,240,260,260,350,390,450,530
93170,95,110,200,365,220,240,260,260,350,390,450,530
93140,95,110,200,365,220,240,260,260,350,390,450,530
94000,95,110,200,365,220,240,260,260,350,390,450,530
94120,95,110,200,365,220,240,260,260,350,390,450,530
94180,95,110,200,365,220,240,260,260,350,390,450,530
94170,95,110,200,365,220,240,260,260,350,390,450,530
94130,95,110,200,365,220,240,260,260,350,390,450,530
94190,95,110,200,365,220,240,260,260,350,390,450,530
94140,95,110,200,365,220,240,260,260,350,390,450,530
94110,95,110,200,365,220,240,260,260,350,390,450,530
94220,95,110,200,365,220,240,260,260,350,390,450,530
94150,95,110,200,365,220,240,260,260,350,390,450,530
94160,95,110,200,365,220,240,260,260,350,390,450,530
94230,95,110,200,365,220,240,260,260,350,390,450,530
95000,95,110,200,365,220,240,260,260,350,390,450,530
95160,95,110,200,365,220,240,260,260,350,390,450,530
95110,95,110,200,365,220,240,260,260,350,390,450,530
95130,95,110,200,365,220,240,260,260,350,390,450,530
95150,95,110,200,365,220,240,260,260,350,390,450,530
95170,95,110,200,365,220,240,260,260,350,390,450,530
95120,95,110,200,365,220,240,260,260,350,390,450,530
95140,95,110,200,365,220,240,260,260,350,390,450,530
96000,95,110,200,365,220,240,260,260,350,390,450,530
96110,95,110,200,365,220,240,260,260,350,390,450,530
96170,95,110,200,365,220,240,260,260,350,390,450,530
96180,95,110,200,365,220,240,260,260,350,390,450,530
96130,95,110,200,365,220,240,260,260,350,390,450,530
96220,95,110,200,365,220,240,260,260,350,390,450,530
96150,95,110,200,365,220,240,260,260,350,390,450,530
96210,95,110,200,365,220,240,260,260,350,390,450,530
96160,95,110,200,365,220,240,260,260,350,390,450,530
96190,95,110,200,365,220,240,260,260,350,390,450,530
96120,95,110,200,365,220,240,260,260,350,390,450,530
96140,95,110,200,365,220,240,260,260,350,390,450,530
